l3_index_code,股票代码,股票简称,纳入时间,申万3级
850181.SI,600201.SH,生物股份,2021-12-13,动物保健Ⅲ
850181.SI,603566.SH,普莱柯,2021-12-13,动物保健Ⅲ
850181.SI,688098.SH,申联生物,2021-12-13,动物保健Ⅲ
850181.SI,688526.SH,科前生物,2021-12-13,动物保健Ⅲ
850181.SI,002688.SZ,金河生物,2021-12-13,动物保健Ⅲ
850191.SI,300021.SZ,大禹节水,2021-12-13,农业综合Ⅲ
850191.SI,002556.SZ,辉隆股份,2021-12-13,农业综合Ⅲ
850321.SI,000707.SZ,双环科技,2021-12-13,纯碱
850321.SI,000822.SZ,山东海化,2021-12-13,纯碱
850321.SI,600409.SH,三友化工,2022-08-01,纯碱
850321.SI,601065.SH,江盐集团,2023-04-10,纯碱
850321.SI,000683.SZ,博源化工,2021-12-13,纯碱
850322.SI,600935.SH,华塑股份,2021-11-12,氯碱
850322.SI,000510.SZ,新金路,1993-05-07,氯碱
850322.SI,601678.SH,滨化股份,2019-07-24,氯碱
850322.SI,000635.SZ,英力特,2007-07-02,氯碱
850322.SI,603213.SH,镇洋发展,2021-10-29,氯碱
850322.SI,002386.SZ,天原股份,2010-01-22,氯碱
850322.SI,600075.SH,新疆天业,2008-01-02,氯碱
850322.SI,000818.SZ,航锦科技,2017-06-29,氯碱
850322.SI,601216.SH,君正集团,2011-01-10,氯碱
850322.SI,002092.SZ,中泰化学,2006-12-07,氯碱
850322.SI,600618.SH,氯碱化工,1992-11-13,氯碱
850322.SI,600319.SH,亚星化学,2019-07-24,氯碱
850322.SI,002748.SZ,世龙实业,2021-07-30,氯碱
850322.SI,601568.SH,北元化工,2020-09-24,氯碱
850323.SI,600714.SH,金瑞矿业,2009-06-01,无机盐
850323.SI,600367.SH,红星发展,2001-03-20,无机盐
850323.SI,603067.SH,振华股份,2016-09-07,无机盐
850323.SI,600929.SH,雪天盐业,2021-07-30,无机盐
850323.SI,003017.SZ,大洋生物,2020-10-16,无机盐
850323.SI,600328.SH,中盐化工,2000-12-22,无机盐
850323.SI,301256.SZ,华融化学,2022-03-04,无机盐
850323.SI,603663.SH,三祥新材,2021-07-30,无机盐
850323.SI,600784.SH,鲁银投资,2025-08-11,无机盐
850323.SI,603299.SH,苏盐井神,2021-07-30,无机盐
850324.SI,301190.SZ,善水科技,2024-07-30,其他化学原料
850324.SI,600423.SH,*ST柳化,2024-07-30,其他化学原料
850324.SI,603113.SH,金能科技,2024-05-21,其他化学原料
850324.SI,300082.SZ,奥克股份,2021-07-30,其他化学原料
850324.SI,600610.SH,中毅达,2021-07-30,其他化学原料
850324.SI,301118.SZ,恒光股份,2021-11-05,其他化学原料
850324.SI,002648.SZ,卫星化学,2022-07-29,其他化学原料
850324.SI,603938.SH,三孚股份,2022-07-29,其他化学原料
850324.SI,002109.SZ,ST兴化,2021-07-30,其他化学原料
850324.SI,300927.SZ,江天化学,2020-12-23,其他化学原料
850324.SI,000691.SZ,亚太实业,2022-07-29,其他化学原料
850324.SI,001217.SZ,华尔泰,2021-09-13,其他化学原料
850324.SI,600955.SH,维远股份,2021-08-27,其他化学原料
850324.SI,301069.SZ,凯盛新材,2021-09-13,其他化学原料
850325.SI,000990.SZ,诚志股份,2021-07-30,煤化工
850325.SI,600746.SH,江苏索普,2021-07-30,煤化工
850325.SI,600623.SH,华谊集团,2021-07-30,煤化工
850325.SI,600844.SH,金煤科技,2021-07-30,煤化工
850325.SI,600722.SH,金牛化工,2022-07-29,煤化工
850325.SI,600989.SH,宝丰能源,2021-07-30,煤化工
850325.SI,000830.SZ,鲁西化工,2021-07-30,煤化工
850325.SI,002274.SZ,华昌化工,2022-07-29,煤化工
850326.SI,000545.SZ,金浦钛业,2021-07-30,钛白粉
850326.SI,002145.SZ,钛能化学,2021-07-30,钛白粉
850326.SI,002601.SZ,龙佰集团,2021-07-30,钛白粉
850326.SI,300891.SZ,惠云钛业,2021-07-30,钛白粉
850326.SI,002136.SZ,安纳达,2021-07-30,钛白粉
850326.SI,600727.SH,鲁北化工,2021-07-30,钛白粉
850335.SI,603110.SH,东方材料,2017-09-25,涂料油墨
850335.SI,300225.SZ,金力泰,2011-01-24,涂料油墨
850335.SI,301683.SZ,慧谷新材,2026-03-23,涂料油墨
850335.SI,688129.SH,东来技术,2020-10-16,涂料油墨
850335.SI,301037.SZ,保立佳,2021-07-30,涂料油墨
850335.SI,300758.SZ,七彩化学,2019-01-24,涂料油墨
850335.SI,300665.SZ,飞鹿股份,2017-06-05,涂料油墨
850335.SI,603823.SH,百合花,2016-12-12,涂料油墨
850335.SI,301209.SZ,联合化学,2022-08-12,涂料油墨
850335.SI,002319.SZ,乐通股份,2009-01-23,涂料油墨
850335.SI,688571.SH,杭华股份,2020-11-25,涂料油墨
850335.SI,001335.SZ,信凯科技,2025-03-21,涂料油墨
850335.SI,301036.SZ,双乐股份,2021-07-12,涂料油墨
850335.SI,000565.SZ,渝三峡A,2011-01-10,涂料油墨
850335.SI,603062.SH,麦加芯彩,2023-10-27,涂料油墨
850335.SI,688157.SH,松井股份,2020-05-25,涂料油墨
850335.SI,300522.SZ,世名科技,2018-07-13,涂料油墨
850337.SI,002360.SZ,ST同德,2010-01-04,民爆制品
850337.SI,002683.SZ,广东宏大,2012-01-30,民爆制品
850337.SI,002226.SZ,江南化工,2008-04-14,民爆制品
850337.SI,002827.SZ,高争民爆,2016-12-01,民爆制品
850337.SI,002037.SZ,保利联合,2004-09-07,民爆制品
850337.SI,002497.SZ,雅化集团,2024-07-30,民爆制品
850337.SI,603977.SH,国泰集团,2018-07-13,民爆制品
850337.SI,002096.SZ,易普力,2006-12-20,民爆制品
850337.SI,603227.SH,雪峰科技,2015-01-06,民爆制品
850337.SI,002783.SZ,凯龙股份,2015-12-09,民爆制品
850337.SI,003002.SZ,壶化股份,2020-09-04,民爆制品
850337.SI,002917.SZ,金奥博,2017-12-08,民爆制品
850337.SI,002246.SZ,北化股份,2017-06-29,民爆制品
850338.SI,002440.SZ,闰土股份,2021-12-13,纺织化学制品
850338.SI,300067.SZ,安诺其,2021-12-13,纺织化学制品
850338.SI,300107.SZ,建新股份,2021-12-13,纺织化学制品
850338.SI,300798.SZ,锦鸡股份,2021-12-13,纺织化学制品
850338.SI,600352.SH,浙江龙盛,2021-12-13,纺织化学制品
850338.SI,603188.SH,亚邦股份,2021-12-13,纺织化学制品
850338.SI,603790.SH,雅运股份,2021-12-13,纺织化学制品
850338.SI,603980.SH,吉华集团,2021-12-13,纺织化学制品
850338.SI,605566.SH,福莱蒽特,2021-12-13,纺织化学制品
850338.SI,603172.SH,万丰股份,2023-05-10,纺织化学制品
850338.SI,301618.SZ,长联科技,2024-09-30,纺织化学制品
850338.SI,301585.SZ,蓝宇股份,2024-12-20,纺织化学制品
850338.SI,002054.SZ,德美化工,2021-12-13,纺织化学制品
850339.SI,001218.SZ,丽臣实业,2021-12-13,其他化学制品
850339.SI,002453.SZ,华软科技,2021-12-13,其他化学制品
850339.SI,002455.SZ,百川股份,2021-12-13,其他化学制品
850339.SI,002549.SZ,凯美特气,2021-12-13,其他化学制品
850339.SI,002637.SZ,赞宇科技,2021-12-13,其他化学制品
850339.SI,002666.SZ,德联集团,2021-12-13,其他化学制品
850339.SI,002802.SZ,洪汇新材,2021-12-13,其他化学制品
850339.SI,002809.SZ,红墙股份,2021-12-13,其他化学制品
850339.SI,002810.SZ,山东赫达,2021-12-13,其他化学制品
850339.SI,002971.SZ,和远气体,2021-12-13,其他化学制品
850339.SI,300109.SZ,新开源,2021-12-13,其他化学制品
850339.SI,300163.SZ,先锋新材,2021-12-13,其他化学制品
850339.SI,300169.SZ,天晟新材,2021-12-13,其他化学制品
850339.SI,300174.SZ,元力股份,2021-12-13,其他化学制品
850339.SI,300405.SZ,科隆股份,2021-12-13,其他化学制品
850339.SI,300535.SZ,达威股份,2021-12-13,其他化学制品
850339.SI,300641.SZ,正丹股份,2021-12-13,其他化学制品
850339.SI,300721.SZ,怡达股份,2021-12-13,其他化学制品
850339.SI,300801.SZ,泰和科技,2021-12-13,其他化学制品
850339.SI,300910.SZ,瑞丰新材,2021-12-13,其他化学制品
850339.SI,301059.SZ,金三江,2021-12-13,其他化学制品
850339.SI,301076.SZ,新瀚新材,2021-12-13,其他化学制品
850339.SI,301077.SZ,星华新材,2021-12-13,其他化学制品
850339.SI,301100.SZ,风光股份,2021-12-13,其他化学制品
850339.SI,301149.SZ,隆华新材,2021-12-13,其他化学制品
850339.SI,600165.SH,宁科生物,2021-12-13,其他化学制品
850339.SI,600273.SH,嘉化能源,2021-12-13,其他化学制品
850339.SI,600500.SH,中化国际,2021-12-13,其他化学制品
850339.SI,603217.SH,元利科技,2021-12-13,其他化学制品
850339.SI,603822.SH,ST嘉澳,2021-12-13,其他化学制品
850339.SI,603867.SH,新化股份,2021-12-13,其他化学制品
850339.SI,603916.SH,苏博特,2021-12-13,其他化学制品
850339.SI,603948.SH,建业股份,2021-12-13,其他化学制品
850339.SI,605366.SH,宏柏新材,2021-12-13,其他化学制品
850339.SI,688065.SH,凯赛生物,2021-12-13,其他化学制品
850339.SI,688133.SH,泰坦科技,2021-12-13,其他化学制品
850339.SI,688179.SH,阿拉丁,2021-12-13,其他化学制品
850339.SI,688196.SH,卓越新能,2021-12-13,其他化学制品
850339.SI,688199.SH,久日新材,2021-12-13,其他化学制品
850339.SI,688350.SH,富淼科技,2021-12-13,其他化学制品
850339.SI,688398.SH,赛特新材,2021-12-13,其他化学制品
850339.SI,688625.SH,呈和科技,2021-12-13,其他化学制品
850339.SI,688659.SH,元琛科技,2021-12-13,其他化学制品
850339.SI,688267.SH,中触媒,2022-02-16,其他化学制品
850339.SI,301212.SZ,联盛化学,2022-04-19,其他化学制品
850339.SI,301286.SZ,侨源股份,2022-06-14,其他化学制品
850339.SI,002591.SZ,恒大高新,2022-08-01,其他化学制品
850339.SI,300214.SZ,日科化学,2022-08-01,其他化学制品
850339.SI,300596.SZ,利安隆,2022-08-01,其他化学制品
850339.SI,300610.SZ,晨化股份,2022-08-01,其他化学制品
850339.SI,300637.SZ,扬帆新材,2022-08-01,其他化学制品
850339.SI,603010.SH,万盛股份,2022-08-01,其他化学制品
850339.SI,603181.SH,皇马科技,2022-08-01,其他化学制品
850339.SI,603722.SH,阿科力,2022-08-01,其他化学制品
850339.SI,688269.SH,凯立新材,2022-08-01,其他化学制品
850339.SI,688357.SH,建龙微纳,2022-08-01,其他化学制品
850339.SI,603255.SH,鼎际得,2022-08-18,其他化学制品
850339.SI,301373.SZ,凌玮科技,2023-02-08,其他化学制品
850339.SI,603065.SH,宿迁联盛,2023-03-21,其他化学制品
850339.SI,603125.SH,常青科技,2023-04-10,其他化学制品
850339.SI,301518.SZ,长华化学,2023-08-03,其他化学制品
850339.SI,300072.SZ,海新能科,2023-08-23,其他化学制品
850339.SI,603276.SH,恒兴新材,2023-09-22,其他化学制品
850339.SI,001358.SZ,兴欣新材,2023-12-21,其他化学制品
850339.SI,603004.SH,鼎龙科技,2023-12-27,其他化学制品
850339.SI,603285.SH,键邦股份,2024-07-05,其他化学制品
850339.SI,002430.SZ,杭氧股份,2024-07-31,其他化学制品
850339.SI,301617.SZ,博苑新材,2024-12-11,其他化学制品
850339.SI,603120.SH,肯特催化,2025-04-16,其他化学制品
850339.SI,688602.SH,康鹏科技,2025-04-28,其他化学制品
850339.SI,603334.SH,丰倍生物,2025-11-05,其他化学制品
850339.SI,301688.SZ,格林生物,2026-09-02,其他化学制品
850339.SI,000881.SZ,中广核技,2021-12-13,其他化学制品
850382.SI,603505.SH,金石资源,2017-04-19,氟化工
850382.SI,600160.SH,巨化股份,1998-06-26,氟化工
850382.SI,605020.SH,永和股份,2021-06-30,氟化工
850382.SI,002407.SZ,多氟多,2011-01-10,氟化工
850382.SI,002326.SZ,永太科技,2009-12-04,氟化工
850382.SI,300343.SZ,联创股份,2023-07-04,氟化工
850382.SI,603379.SH,三美股份,2019-03-18,氟化工
850382.SI,002915.SZ,中欣氟材,2017-11-21,氟化工
850382.SI,600378.SH,昊华科技,2021-07-30,氟化工
850382.SI,603310.SH,巍华新材,2024-08-02,氟化工
850372.SI,600230.SH,沧州大化,2011-10-10,聚氨酯
850372.SI,002165.SZ,红宝丽,2007-08-22,聚氨酯
850372.SI,600309.SH,万华化学,2001-01-05,聚氨酯
850372.SI,300200.SZ,高盟新材,2011-10-10,聚氨酯
850372.SI,300848.SZ,美瑞新材,2020-06-18,聚氨酯
850372.SI,603041.SH,美思德,2017-03-20,聚氨酯
850372.SI,603192.SH,汇得科技,2018-08-09,聚氨酯
850372.SI,300321.SZ,同大股份,2012-01-16,聚氨酯
850135.SI,688639.SH,华恒生物,2021-07-30,食品及饲料添加剂
850135.SI,002166.SZ,莱茵生物,2022-07-29,食品及饲料添加剂
850135.SI,600873.SH,梅花生物,2022-07-29,食品及饲料添加剂
850135.SI,600299.SH,安迪苏,2021-07-30,食品及饲料添加剂
850135.SI,603079.SH,圣达生物,2024-07-30,食品及饲料添加剂
850135.SI,002597.SZ,金禾实业,2021-07-30,食品及饲料添加剂
850135.SI,300741.SZ,华宝股份,2021-07-30,食品及饲料添加剂
850135.SI,301206.SZ,三元生物,2022-01-14,食品及饲料添加剂
850135.SI,603020.SH,爱普股份,2021-07-30,食品及饲料添加剂
850135.SI,301220.SZ,亚香股份,2022-06-02,食品及饲料添加剂
850135.SI,688089.SH,ST嘉必优,2021-07-30,食品及饲料添加剂
850135.SI,605016.SH,百龙创园,2021-07-30,食品及饲料添加剂
850135.SI,002562.SZ,兄弟科技,2021-07-30,食品及饲料添加剂
850135.SI,300886.SZ,华业香料,2026-07-01,食品及饲料添加剂
850135.SI,605077.SH,华康股份,2021-07-30,食品及饲料添加剂
850135.SI,600866.SH,星湖科技,2021-07-30,食品及饲料添加剂
850135.SI,603739.SH,蔚蓝生物,2022-07-29,食品及饲料添加剂
850135.SI,300858.SZ,科拓生物,2021-07-30,食品及饲料添加剂
850135.SI,603235.SH,天新药业,2022-06-24,食品及饲料添加剂
850135.SI,300829.SZ,金丹科技,2021-07-30,食品及饲料添加剂
850135.SI,301156.SZ,美农生物,2022-06-10,食品及饲料添加剂
850135.SI,603968.SH,醋化股份,2021-07-30,食品及饲料添加剂
850135.SI,002001.SZ,新和成,2024-08-07,食品及饲料添加剂
850136.SI,002211.SZ,ST宏达,2021-07-30,有机硅
850136.SI,603281.SH,江瀚新材,2023-01-06,有机硅
850136.SI,300727.SZ,润禾材料,2021-07-30,有机硅
850136.SI,603260.SH,合盛硅业,2022-07-29,有机硅
850136.SI,300041.SZ,回天新材,2021-07-30,有机硅
850136.SI,300019.SZ,硅宝科技,2021-07-30,有机硅
850136.SI,605399.SH,晨光新材,2021-07-30,有机硅
850136.SI,603155.SH,新亚强,2021-07-30,有机硅
850136.SI,002909.SZ,集泰股份,2021-07-30,有机硅
850136.SI,300821.SZ,东岳硅材,2021-07-30,有机硅
850137.SI,002669.SZ,康达新材,2021-07-30,胶黏剂及胶带
850137.SI,603051.SH,鹿山新材,2022-03-11,胶黏剂及胶带
850137.SI,603683.SH,晶华新材,2021-07-30,胶黏剂及胶带
850137.SI,301283.SZ,聚胶股份,2022-08-19,胶黏剂及胶带
850137.SI,603681.SH,永冠新材,2021-07-30,胶黏剂及胶带
850341.SI,000936.SZ,华西股份,1999-08-10,涤纶
850341.SI,603225.SH,新凤鸣,2017-03-30,涤纶
850341.SI,603332.SH,苏州龙杰,2019-01-04,涤纶
850341.SI,600370.SH,*ST三房,2022-07-29,涤纶
850341.SI,002206.SZ,海利得,2008-01-02,涤纶
850341.SI,002998.SZ,优彩资源,2020-08-21,涤纶
850341.SI,301057.SZ,汇隆新材,2021-08-20,涤纶
850341.SI,002427.SZ,尤夫股份,2010-01-07,涤纶
850341.SI,603073.SH,彩蝶实业,2023-02-13,涤纶
850341.SI,603406.SH,天富龙,2025-07-18,涤纶
850343.SI,000677.SZ,ST海龙,2021-07-30,粘胶
850343.SI,000949.SZ,新乡化纤,2024-07-30,粘胶
850343.SI,000420.SZ,吉林化纤,1996-08-02,粘胶
850344.SI,600063.SH,皖维高新,1997-05-28,其他化学纤维
850344.SI,688722.SH,同益中,2021-09-24,其他化学纤维
850344.SI,300876.SZ,蒙泰高新,2020-08-07,其他化学纤维
850344.SI,001369.SZ,双欣材料,2025-12-12,其他化学纤维
850344.SI,002254.SZ,泰和新材,2023-07-04,其他化学纤维
850344.SI,300905.SZ,宝丽迪,2024-07-30,其他化学纤维
850344.SI,688295.SH,中复神鹰,2022-03-18,其他化学纤维
850345.SI,002064.SZ,华峰化学,2021-12-13,氨纶
850346.SI,601113.SH,华鼎股份,2025-08-11,锦纶
850346.SI,603382.SH,海阳科技,2025-05-23,锦纶
850346.SI,600810.SH,神马股份,2021-07-30,锦纶
850346.SI,000782.SZ,恒申新材,2021-07-30,锦纶
850346.SI,605166.SH,聚合顺,2021-07-30,锦纶
850351.SI,002825.SZ,纳尔股份,2016-11-29,其他塑料制品
850351.SI,301019.SZ,宁波色母,2021-06-22,其他塑料制品
850351.SI,300920.SZ,润阳科技,2020-12-14,其他塑料制品
850351.SI,300717.SZ,华信新材,2017-11-06,其他塑料制品
850351.SI,300243.SZ,瑞丰高材,2021-07-30,其他塑料制品
850351.SI,605008.SH,长鸿高科,2020-08-07,其他塑料制品
850351.SI,300980.SZ,祥源新材,2021-04-06,其他塑料制品
850351.SI,301591.SZ,肯特股份,2024-02-02,其他塑料制品
850351.SI,603580.SH,艾艾精工,2017-05-22,其他塑料制品
850351.SI,002108.SZ,沧州明珠,2007-01-24,其他塑料制品
850351.SI,300539.SZ,横河精密,2017-06-29,其他塑料制品
850351.SI,603150.SH,万朗磁塑,2022-01-07,其他塑料制品
850351.SI,301216.SZ,万凯新材,2022-07-29,其他塑料制品
850351.SI,603330.SH,天洋新材,2021-07-30,其他塑料制品
850351.SI,300230.SZ,永利股份,2011-01-07,其他塑料制品
850351.SI,300218.SZ,安利股份,2011-10-10,其他塑料制品
850351.SI,301090.SZ,华润材料,2022-07-29,其他塑料制品
850351.SI,300180.SZ,华峰超纤,2011-10-10,其他塑料制品
850351.SI,301196.SZ,唯科科技,2021-12-17,其他塑料制品
850353.SI,301003.SZ,江苏博云,2021-05-21,改性塑料
850353.SI,688669.SH,聚石化学,2021-01-08,改性塑料
850353.SI,301538.SZ,骏鼎达,2024-03-01,改性塑料
850353.SI,301686.SZ,,2026-09-12,改性塑料
850353.SI,600143.SH,金发科技,2011-01-10,改性塑料
850353.SI,300586.SZ,美联新材,2021-07-30,改性塑料
850353.SI,300538.SZ,同益股份,2016-08-23,改性塑料
850353.SI,300478.SZ,杭州高新,2021-07-30,改性塑料
850353.SI,300644.SZ,南京聚隆,2018-01-29,改性塑料
850353.SI,688219.SH,会通股份,2020-10-29,改性塑料
850353.SI,002886.SZ,沃特股份,2017-06-20,改性塑料
850353.SI,300834.SZ,星辉环材,2022-07-29,改性塑料
850353.SI,301131.SZ,聚赛龙,2022-03-04,改性塑料
850353.SI,002324.SZ,普利特,2011-01-10,改性塑料
850353.SI,300995.SZ,奇德新材,2021-05-12,改性塑料
850353.SI,002838.SZ,道恩股份,2016-12-19,改性塑料
850353.SI,300221.SZ,银禧科技,2011-10-10,改性塑料
850353.SI,688203.SH,海正生材,2022-08-05,改性塑料
850353.SI,002768.SZ,国恩股份,2015-01-19,改性塑料
850354.SI,001255.SZ,博菲电气,2022-08-26,合成树脂
850354.SI,002361.SZ,神剑股份,2021-07-30,合成树脂
850354.SI,300487.SZ,蓝晓科技,2021-07-30,合成树脂
850354.SI,688716.SH,中研股份,2023-09-08,合成树脂
850354.SI,688585.SH,上纬新材,2021-07-30,合成树脂
850354.SI,301092.SZ,争光股份,2021-10-15,合成树脂
850354.SI,603879.SH,永悦科技,2021-07-30,合成树脂
850354.SI,301555.SZ,惠柏新材,2023-10-13,合成树脂
850354.SI,301395.SZ,仁信新材,2023-06-09,合成树脂
850354.SI,603928.SH,兴业股份,2021-07-30,合成树脂
850354.SI,605589.SH,圣泉集团,2021-08-10,合成树脂
850354.SI,601026.SH,道生天合,2025-09-26,合成树脂
850354.SI,002395.SZ,双象股份,2021-07-30,合成树脂
850354.SI,001333.SZ,光华股份,2022-10-28,合成树脂
850355.SI,002632.SZ,道明光学,2021-07-30,膜材料
850355.SI,000859.SZ,国风新材,2021-07-30,膜材料
850355.SI,001359.SZ,平安电工,2024-03-18,膜材料
850355.SI,688323.SH,瑞华泰,2021-07-30,膜材料
850355.SI,601208.SH,东材科技,2021-07-30,膜材料
850355.SI,000973.SZ,佛塑科技,2021-07-30,膜材料
850355.SI,688386.SH,泛亚微透,2020-09-24,膜材料
850355.SI,688718.SH,唯赛勃,2021-07-30,膜材料
850355.SI,603435.SH,嘉德利,2026-04-30,膜材料
850355.SI,600135.SH,乐凯胶片,1998-01-22,膜材料
850355.SI,001378.SZ,德冠新材,2023-10-13,膜材料
850355.SI,301687.SZ,新广益,2025-12-12,膜材料
850355.SI,301237.SZ,和顺科技,2022-03-04,膜材料
850355.SI,002585.SZ,双星新材,2011-01-25,膜材料
850355.SI,605488.SH,福莱新材,2022-07-29,膜材料
850355.SI,300806.SZ,斯迪克,2021-07-30,膜材料
850355.SI,300305.SZ,裕兴股份,2021-07-30,膜材料
850355.SI,301565.SZ,中仑新材,2024-05-31,膜材料
850355.SI,000920.SZ,沃顿科技,2022-07-29,膜材料
850355.SI,002263.SZ,大东南,2021-07-30,膜材料
850355.SI,002522.SZ,浙江众成,2010-01-04,膜材料
850362.SI,300767.SZ,震安科技,2019-03-18,其他橡胶制品
850362.SI,002381.SZ,双箭股份,2010-01-18,其他橡胶制品
850362.SI,002224.SZ,三力士,2008-04-07,其他橡胶制品
850362.SI,001325.SZ,元创股份,2025-12-12,其他橡胶制品
850362.SI,300587.SZ,天铁科技,2016-12-19,其他橡胶制品
850362.SI,300320.SZ,海达股份,2012-01-30,其他橡胶制品
850362.SI,300731.SZ,科创新源,2019-07-24,其他橡胶制品
850362.SI,603033.SH,三维股份,2016-12-01,其他橡胶制品
850362.SI,301459.SZ,丰茂股份,2023-12-01,其他橡胶制品
850363.SI,002068.SZ,黑猫股份,2021-12-13,炭黑
850363.SI,002442.SZ,龙星科技,2021-12-13,炭黑
850363.SI,002753.SZ,永东股份,2021-12-13,炭黑
850363.SI,605183.SH,确成股份,2021-12-13,炭黑
850363.SI,301300.SZ,远翔新材,2022-08-19,炭黑
850363.SI,001207.SZ,联科科技,2021-12-13,炭黑
850364.SI,300121.SZ,阳谷华泰,2021-07-30,橡胶助剂
850364.SI,603650.SH,彤程新材,2021-07-30,橡胶助剂
850331.SI,000912.SZ,泸天化,2021-12-13,氮肥
850331.SI,600691.SH,潞化科技,2021-12-13,氮肥
850331.SI,000422.SZ,湖北宜化,2022-08-01,氮肥
850331.SI,600227.SH,赤天化,2022-08-01,氮肥
850331.SI,600426.SH,华鲁恒升,2022-08-01,氮肥
850331.SI,000731.SZ,四川美丰,2021-12-13,氮肥
850332.SI,002895.SZ,川恒股份,2021-12-13,磷肥及磷化工
850332.SI,300505.SZ,川金诺,2021-12-13,磷肥及磷化工
850332.SI,600078.SH,澄星股份,2021-12-13,磷肥及磷化工
850332.SI,600096.SH,云天化,2021-12-13,磷肥及磷化工
850332.SI,600141.SH,兴发集团,2021-12-13,磷肥及磷化工
850332.SI,600470.SH,六国化工,2021-12-13,磷肥及磷化工
850332.SI,600331.SH,宏达股份,2022-08-01,磷肥及磷化工
850332.SI,603077.SH,和邦生物,2022-08-01,磷肥及磷化工
850332.SI,002312.SZ,川发龙蟒,2021-12-13,磷肥及磷化工
850333.SI,000553.SZ,安道麦A,2021-12-13,农药
850333.SI,002250.SZ,联化科技,2021-12-13,农药
850333.SI,002258.SZ,利尔化学,2021-12-13,农药
850333.SI,002391.SZ,长青股份,2021-12-13,农药
850333.SI,002496.SZ,辉丰股份,2021-12-13,农药
850333.SI,002513.SZ,蓝丰生化,2021-12-13,农药
850333.SI,002734.SZ,利民股份,2021-12-13,农药
850333.SI,002749.SZ,国光股份,2021-12-13,农药
850333.SI,002942.SZ,新农股份,2021-12-13,农药
850333.SI,003042.SZ,中农联合,2021-12-13,农药
850333.SI,300261.SZ,雅本化学,2021-12-13,农药
850333.SI,300575.SZ,中旗股份,2021-12-13,农药
850333.SI,300796.SZ,贝斯美,2021-12-13,农药
850333.SI,301035.SZ,润丰股份,2021-12-13,农药
850333.SI,600389.SH,江山股份,2021-12-13,农药
850333.SI,600486.SH,扬农化工,2021-12-13,农药
850333.SI,600731.SH,湖南海利,2021-12-13,农药
850333.SI,603086.SH,先达股份,2021-12-13,农药
850333.SI,603360.SH,百傲化学,2021-12-13,农药
850333.SI,603585.SH,苏利股份,2021-12-13,农药
850333.SI,603599.SH,广信股份,2021-12-13,农药
850333.SI,603639.SH,海利尔,2021-12-13,农药
850333.SI,603810.SH,丰山集团,2021-12-13,农药
850333.SI,603970.SH,中农立华,2021-12-13,农药
850333.SI,605033.SH,美邦股份,2021-12-13,农药
850333.SI,001231.SZ,农心科技,2022-08-19,农药
850333.SI,300804.SZ,广康生化,2023-06-27,农药
850333.SI,600596.SH,新安股份,2023-07-06,农药
850333.SI,301665.SZ,泰禾股份,2025-04-11,农药
850333.SI,000525.SZ,红太阳,2021-12-13,农药
850336.SI,000893.SZ,亚钾国际,2021-12-13,钾肥
850336.SI,002545.SZ,东方铁塔,2022-08-01,钾肥
850336.SI,000408.SZ,藏格矿业,2026-07-02,钾肥
850336.SI,000792.SZ,盐湖股份,2021-12-13,钾肥
850381.SI,002170.SZ,芭田股份,2021-12-13,复合肥
850381.SI,002470.SZ,金正大,2021-12-13,复合肥
850381.SI,002538.SZ,ST司特,2021-12-13,复合肥
850381.SI,002539.SZ,云图控股,2021-12-13,复合肥
850381.SI,002588.SZ,史丹利,2021-12-13,复合肥
850381.SI,002999.SZ,天禾股份,2021-12-13,复合肥
850381.SI,300387.SZ,富邦科技,2021-12-13,复合肥
850381.SI,603395.SH,红四方,2024-11-26,复合肥
850381.SI,002758.SZ,浙农股份,2025-12-03,复合肥
850381.SI,000902.SZ,新洋丰,2021-12-13,复合肥
850523.SI,603612.SH,索通发展,2021-12-13,非金属材料Ⅲ
850523.SI,603688.SH,石英股份,2021-12-13,非金属材料Ⅲ
850523.SI,603826.SH,坤彩科技,2021-12-13,非金属材料Ⅲ
850523.SI,605086.SH,龙高股份,2021-12-13,非金属材料Ⅲ
850523.SI,688300.SH,联瑞新材,2021-12-13,非金属材料Ⅲ
850523.SI,001296.SZ,长江材料,2021-12-24,非金属材料Ⅲ
850523.SI,688598.SH,金博股份,2026-07-02,非金属材料Ⅲ
850523.SI,301071.SZ,力量钻石,2021-12-13,非金属材料Ⅲ
850431.SI,000923.SZ,河钢资源,2021-12-13,铁矿石
850431.SI,001203.SZ,大中矿业,2021-12-13,铁矿石
850431.SI,601969.SH,海南矿业,2021-12-13,铁矿石
850431.SI,600382.SH,广东明珠,2022-08-01,铁矿石
850431.SI,601121.SH,宝地矿业,2023-03-10,铁矿石
850431.SI,601123.SH,马矿股份,2026-09-01,铁矿石
850431.SI,000655.SZ,金岭矿业,2021-12-13,铁矿石
850432.SI,600295.SH,鄂尔多斯,2021-12-13,冶钢辅料
850432.SI,600516.SH,方大炭素,2021-12-13,冶钢辅料
850432.SI,000629.SZ,钒钛股份,2021-12-13,冶钢辅料
850441.SI,002110.SZ,三钢闽光,2021-12-13,长材
850441.SI,600231.SH,凌钢股份,2021-12-13,长材
850441.SI,000717.SZ,中南股份,2021-12-13,长材
850442.SI,600581.SH,*ST八钢,2002-08-16,板材
850442.SI,600307.SH,酒钢宏兴,2000-12-20,板材
850442.SI,600019.SH,宝钢股份,2000-12-12,板材
