l3_index_code,股票代码,股票简称,纳入时间,申万3级
852213.SI,301139.SZ,*ST元道,2022-07-08,通信工程及服务
852213.SI,300603.SZ,立昂技术,2022-08-01,通信工程及服务
852213.SI,000889.SZ,中嘉博创,2021-12-13,通信工程及服务
852214.SI,002467.SZ,二六三,2021-12-13,通信应用增值服务
852214.SI,300081.SZ,ST恒信,2021-12-13,通信应用增值服务
852214.SI,300292.SZ,吴通控股,2021-12-13,通信应用增值服务
852214.SI,300571.SZ,平治信息,2021-12-13,通信应用增值服务
852214.SI,300578.SZ,会畅科技,2021-12-13,通信应用增值服务
852214.SI,300921.SZ,南凌科技,2021-12-13,通信应用增值服务
852214.SI,300959.SZ,线上线下,2021-12-13,通信应用增值服务
852214.SI,000839.SZ,国安股份,2022-08-01,通信应用增值服务
852214.SI,002148.SZ,北纬科技,2022-08-09,通信应用增值服务
852214.SI,301380.SZ,挖金客,2022-10-25,通信应用增值服务
852214.SI,301382.SZ,蜂助手,2023-05-17,通信应用增值服务
852214.SI,301428.SZ,世纪恒通,2023-05-19,通信应用增值服务
852214.SI,300383.SZ,光环新网,2023-07-06,通信应用增值服务
852214.SI,300442.SZ,润泽科技,2023-07-06,通信应用增值服务
852214.SI,300738.SZ,奥飞数据,2023-07-06,通信应用增值服务
852214.SI,603881.SH,数据港,2023-07-06,通信应用增值服务
852214.SI,002123.SZ,梦网科技,2021-12-13,通信应用增值服务
851024.SI,002194.SZ,武汉凡谷,2021-12-13,通信网络设备及器件
851024.SI,002281.SZ,光迅科技,2021-12-13,通信网络设备及器件
851024.SI,002296.SZ,辉煌科技,2021-12-13,通信网络设备及器件
851024.SI,002396.SZ,星网锐捷,2021-12-13,通信网络设备及器件
851024.SI,002583.SZ,海能达,2021-12-13,通信网络设备及器件
851024.SI,002792.SZ,通宇通讯,2021-12-13,通信网络设备及器件
851024.SI,002897.SZ,意华股份,2021-12-13,通信网络设备及器件
851024.SI,002902.SZ,铭普光磁,2021-12-13,通信网络设备及器件
851024.SI,300134.SZ,大富科技,2021-12-13,通信网络设备及器件
851024.SI,300308.SZ,中际旭创,2021-12-13,通信网络设备及器件
851024.SI,300394.SZ,天孚通信,2021-12-13,通信网络设备及器件
851024.SI,300502.SZ,新易盛,2021-12-13,通信网络设备及器件
851024.SI,300548.SZ,长芯博创,2021-12-13,通信网络设备及器件
851024.SI,300565.SZ,科信技术,2021-12-13,通信网络设备及器件
851024.SI,300570.SZ,太辰光,2021-12-13,通信网络设备及器件
851024.SI,300620.SZ,光库科技,2021-12-13,通信网络设备及器件
851024.SI,300698.SZ,万马科技,2021-12-13,通信网络设备及器件
851024.SI,300710.SZ,万隆光电,2021-12-13,通信网络设备及器件
851024.SI,600498.SH,烽火通信,2021-12-13,通信网络设备及器件
851024.SI,603421.SH,鼎信通讯,2021-12-13,通信网络设备及器件
851024.SI,688182.SH,灿勤科技,2021-12-13,通信网络设备及器件
851024.SI,688313.SH,仕佳光子,2021-12-13,通信网络设备及器件
851024.SI,688618.SH,三旺通信,2021-12-13,通信网络设备及器件
851024.SI,688668.SH,鼎通科技,2021-12-13,通信网络设备及器件
851024.SI,002796.SZ,世嘉科技,2022-08-01,通信网络设备及器件
851024.SI,688205.SH,德科立,2022-08-09,通信网络设备及器件
851024.SI,301205.SZ,联特科技,2022-09-13,通信网络设备及器件
851024.SI,688387.SH,信科移动,2022-09-26,通信网络设备及器件
851024.SI,301165.SZ,锐捷网络,2022-11-21,通信网络设备及器件
851024.SI,301419.SZ,阿莱德,2023-02-09,通信网络设备及器件
851024.SI,301314.SZ,科瑞思,2023-03-17,通信网络设备及器件
851024.SI,301577.SZ,美信科技,2024-01-24,通信网络设备及器件
851024.SI,300098.SZ,高新兴,2024-07-31,通信网络设备及器件
851024.SI,001267.SZ,汇绿生态,2026-07-02,通信网络设备及器件
851024.SI,000063.SZ,中兴通讯,2021-12-13,通信网络设备及器件
851025.SI,000586.SZ,汇源通信,2021-12-13,通信线缆及配套
851025.SI,002491.SZ,通鼎互联,2021-12-13,通信线缆及配套
851025.SI,300563.SZ,神宇股份,2021-12-13,通信线缆及配套
851025.SI,300913.SZ,兆龙互连,2021-12-13,通信线缆及配套
851025.SI,600105.SH,永鼎股份,2021-12-13,通信线缆及配套
851025.SI,600487.SH,亨通光电,2021-12-13,通信线缆及配套
851025.SI,600522.SH,中天科技,2021-12-13,通信线缆及配套
851025.SI,601869.SH,长飞光纤,2021-12-13,通信线缆及配套
851025.SI,603042.SH,华脉科技,2021-12-13,通信线缆及配套
851025.SI,688143.SH,长盈通,2022-12-12,通信线缆及配套
851025.SI,688635.SH,长进光子,2026-05-27,通信线缆及配套
851025.SI,000070.SZ,特发信息,2021-12-13,通信线缆及配套
851026.SI,002104.SZ,恒宝股份,2021-12-13,通信终端及配件
851026.SI,002313.SZ,日海智能,2021-12-13,通信终端及配件
851026.SI,003031.SZ,中瓷电子,2021-12-13,通信终端及配件
851026.SI,003040.SZ,楚天龙,2021-12-13,通信终端及配件
851026.SI,300205.SZ,*ST天喻,2021-12-13,通信终端及配件
851026.SI,300504.SZ,天邑股份,2021-12-13,通信终端及配件
851026.SI,300555.SZ,ST路通,2021-12-13,通信终端及配件
851026.SI,300590.SZ,移为通信,2021-12-13,通信终端及配件
851026.SI,300615.SZ,欣天科技,2021-12-13,通信终端及配件
851026.SI,300627.SZ,华测导航,2021-12-13,通信终端及配件
851026.SI,300628.SZ,亿联网络,2021-12-13,通信终端及配件
851026.SI,300638.SZ,广和通,2021-12-13,通信终端及配件
851026.SI,300689.SZ,澄天伟业,2021-12-13,通信终端及配件
851026.SI,600734.SH,*ST实达,2021-12-13,通信终端及配件
851026.SI,600775.SH,南京熊猫,2021-12-13,通信终端及配件
851026.SI,603083.SH,剑桥科技,2021-12-13,通信终端及配件
851026.SI,603118.SH,共进股份,2021-12-13,通信终端及配件
851026.SI,603236.SH,移远通信,2021-12-13,通信终端及配件
851026.SI,603803.SH,瑞斯康达,2021-12-13,通信终端及配件
851026.SI,688027.SH,国盾量子,2021-12-13,通信终端及配件
851026.SI,688100.SH,威胜信息,2021-12-13,通信终端及配件
851026.SI,688159.SH,有方科技,2021-12-13,通信终端及配件
851026.SI,301191.SZ,菲菱科思,2022-05-26,通信终端及配件
851026.SI,600198.SH,大唐电信,2022-08-01,通信终端及配件
851026.SI,688592.SH,司南导航,2024-03-26,通信终端及配件
851026.SI,002881.SZ,美格智能,2024-07-31,通信终端及配件
851026.SI,002017.SZ,东信和平,2021-12-13,通信终端及配件
851027.SI,300213.SZ,佳讯飞鸿,2021-12-13,其他通信设备
851027.SI,300353.SZ,东土科技,2021-12-13,其他通信设备
851027.SI,300414.SZ,中光防雷,2021-12-13,其他通信设备
851027.SI,300711.SZ,广哈通信,2021-12-13,其他通信设备
851027.SI,600345.SH,长江通信,2021-12-13,其他通信设备
851027.SI,600776.SH,东方通信,2021-12-13,其他通信设备
851027.SI,688080.SH,映翰通,2021-12-13,其他通信设备
851027.SI,688418.SH,震有科技,2021-12-13,其他通信设备
851027.SI,688283.SH,坤恒顺维,2022-02-15,其他通信设备
851027.SI,301202.SZ,朗威股份,2023-07-05,其他通信设备
851027.SI,300183.SZ,东软载波,2021-12-13,其他通信设备
859511.SI,000571.SZ,新大洲A,2021-12-13,动力煤
859511.SI,002128.SZ,电投能源,2021-12-13,动力煤
859511.SI,600121.SH,郑州煤电,2021-12-13,动力煤
859511.SI,600188.SH,兖矿能源,2021-12-13,动力煤
859511.SI,600403.SH,大有能源,2021-12-13,动力煤
859511.SI,600546.SH,山煤国际,2021-12-13,动力煤
859511.SI,600971.SH,恒源煤电,2021-12-13,动力煤
859511.SI,601001.SH,晋控煤业,2021-12-13,动力煤
859511.SI,601088.SH,中国神华,2021-12-13,动力煤
859511.SI,601101.SH,昊华能源,2021-12-13,动力煤
859511.SI,601225.SH,陕西煤业,2021-12-13,动力煤
859511.SI,601898.SH,中煤能源,2021-12-13,动力煤
859511.SI,601918.SH,新集能源,2021-12-13,动力煤
859511.SI,600925.SH,苏能股份,2023-03-29,动力煤
859511.SI,000552.SZ,甘肃能化,2021-12-13,动力煤
859512.SI,000983.SZ,山西焦煤,2021-12-13,焦煤
859512.SI,600123.SH,兰花科创,2021-12-13,焦煤
859512.SI,600348.SH,华阳股份,2021-12-13,焦煤
859512.SI,600395.SH,盘江股份,2021-12-13,焦煤
859512.SI,600508.SH,上海能源,2021-12-13,焦煤
859512.SI,600758.SH,辽宁能源,2021-12-13,焦煤
859512.SI,600985.SH,淮北矿业,2021-12-13,焦煤
859512.SI,601666.SH,平煤股份,2021-12-13,焦煤
859512.SI,601699.SH,潞安环能,2021-12-13,焦煤
859512.SI,600997.SH,开滦股份,2023-07-06,焦煤
859512.SI,000937.SZ,冀中能源,2021-12-13,焦煤
859521.SI,600408.SH,安泰集团,2021-12-13,焦炭Ⅲ
859521.SI,600725.SH,云维股份,2021-12-13,焦炭Ⅲ
859521.SI,600740.SH,山西焦化,2021-12-13,焦炭Ⅲ
859521.SI,600792.SH,云煤能源,2021-12-13,焦炭Ⅲ
859521.SI,601011.SH,宝泰隆,2021-12-13,焦炭Ⅲ
859521.SI,601015.SH,陕西黑猫,2021-12-13,焦炭Ⅲ
859521.SI,000723.SZ,美锦能源,2021-12-13,焦炭Ⅲ
859611.SI,600759.SH,ST洲际,2021-12-13,油气开采Ⅲ
859611.SI,600777.SH,新潮能源,2021-12-13,油气开采Ⅲ
859611.SI,600938.SH,中国海油,2022-04-21,油气开采Ⅲ
859611.SI,000968.SZ,蓝焰控股,2021-12-13,油气开采Ⅲ
859621.SI,002629.SZ,仁智股份,2021-12-13,油田服务
859621.SI,002828.SZ,贝肯能源,2021-12-13,油田服务
859621.SI,600871.SH,石化油服,2021-12-13,油田服务
859621.SI,600968.SH,海油发展,2021-12-13,油田服务
859621.SI,601808.SH,中海油服,2021-12-13,油田服务
859621.SI,603619.SH,中曼石油,2021-12-13,油田服务
859621.SI,002207.SZ,*ST准油,2021-12-13,油田服务
859622.SI,300164.SZ,通源石油,2021-12-13,油气及炼化工程
859622.SI,300191.SZ,潜能恒信,2021-12-13,油气及炼化工程
859622.SI,600339.SH,中油工程,2021-12-13,油气及炼化工程
859622.SI,600583.SH,海油工程,2021-12-13,油气及炼化工程
859622.SI,603727.SH,博迈科,2021-12-13,油气及炼化工程
859622.SI,002554.SZ,惠博普,2021-12-13,油气及炼化工程
859631.SI,000301.SZ,东方盛虹,2021-12-13,炼油化工
859631.SI,000698.SZ,ST沈化,2021-12-13,炼油化工
859631.SI,000703.SZ,恒逸石化,2021-12-13,炼油化工
859631.SI,002493.SZ,荣盛石化,2021-12-13,炼油化工
859631.SI,600028.SH,中国石化,2021-12-13,炼油化工
859631.SI,600346.SH,恒力石化,2021-12-13,炼油化工
859631.SI,600688.SH,上海石化,2021-12-13,炼油化工
859631.SI,601857.SH,中国石油,2021-12-13,炼油化工
859631.SI,600506.SH,统一股份,2022-08-01,炼油化工
859631.SI,000059.SZ,华锦股份,2021-12-13,炼油化工
859632.SI,000554.SZ,泰山石油,2021-12-13,油品石化贸易
859632.SI,600256.SH,广汇能源,2021-12-13,油品石化贸易
859632.SI,603353.SH,和顺石油,2021-12-13,油品石化贸易
859632.SI,001316.SZ,润贝航科,2022-06-24,油品石化贸易
859632.SI,603223.SH,恒通股份,2022-08-01,油品石化贸易
859632.SI,000096.SZ,广聚能源,2021-12-13,油品石化贸易
859633.SI,000819.SZ,岳阳兴长,2021-12-13,其他石化
859633.SI,000985.SZ,大庆华科,2021-12-13,其他石化
859633.SI,002221.SZ,东华能源,2021-12-13,其他石化
859633.SI,002408.SZ,齐翔腾达,2021-12-13,其他石化
859633.SI,002476.SZ,新叶股份,2021-12-13,其他石化
859633.SI,002986.SZ,宇新股份,2021-12-13,其他石化
859633.SI,300135.SZ,宝利国际,2021-12-13,其他石化
859633.SI,300839.SZ,博汇股份,2021-12-13,其他石化
859633.SI,600800.SH,渤海化学,2021-12-13,其他石化
859633.SI,601233.SH,桐昆股份,2021-12-13,其他石化
859633.SI,603798.SH,康普顿,2021-12-13,其他石化
859633.SI,002377.SZ,国创高新,2024-07-31,其他石化
859633.SI,300055.SZ,万邦达,2024-07-31,其他石化
859633.SI,000637.SZ,茂化实华,2021-12-13,其他石化
859711.SI,300056.SZ,中创环保,2021-12-13,大气治理
859711.SI,300385.SZ,ST雪浪,2021-12-13,大气治理
859711.SI,603177.SH,德创环保,2021-12-13,大气治理
859711.SI,603315.SH,福鞍股份,2022-08-01,大气治理
859711.SI,003027.SZ,同兴科技,2021-12-13,大气治理
859712.SI,000598.SZ,兴蓉环境,2021-12-13,水务及水治理
859712.SI,000605.SZ,渤海股份,2021-12-13,水务及水治理
859712.SI,000685.SZ,中山公用,2021-12-13,水务及水治理
859712.SI,003039.SZ,顺控发展,2021-12-13,水务及水治理
859712.SI,300070.SZ,碧水源,2021-12-13,水务及水治理
859712.SI,300172.SZ,中电环保,2021-12-13,水务及水治理
859712.SI,300266.SZ,兴源环境,2021-12-13,水务及水治理
859712.SI,300334.SZ,津膜科技,2021-12-13,水务及水治理
859712.SI,300388.SZ,节能国祯,2021-12-13,水务及水治理
859712.SI,300422.SZ,博世科,2021-12-13,水务及水治理
859712.SI,300437.SZ,清水源,2021-12-13,水务及水治理
859712.SI,300664.SZ,鹏鹞环保,2021-12-13,水务及水治理
859712.SI,300692.SZ,中赋科技,2021-12-13,水务及水治理
859712.SI,300774.SZ,倍杰特,2021-12-13,水务及水治理
859712.SI,300899.SZ,上海凯鑫,2021-12-13,水务及水治理
859712.SI,300929.SZ,华骐环保,2021-12-13,水务及水治理
859712.SI,300961.SZ,深水海纳,2021-12-13,水务及水治理
859712.SI,600008.SH,首创环保,2021-12-13,水务及水治理
859712.SI,600168.SH,武汉控股,2021-12-13,水务及水治理
859712.SI,600187.SH,*ST国中,2021-12-13,水务及水治理
859712.SI,600283.SH,钱江水利,2021-12-13,水务及水治理
859712.SI,600461.SH,洪城环境,2021-12-13,水务及水治理
859712.SI,600769.SH,祥龙电业,2021-12-13,水务及水治理
859712.SI,600874.SH,创业环保,2021-12-13,水务及水治理
859712.SI,601158.SH,重庆水务,2021-12-13,水务及水治理
859712.SI,601199.SH,江南水务,2021-12-13,水务及水治理
859712.SI,601368.SH,绿城水务,2021-12-13,水务及水治理
859712.SI,603200.SH,上海洗霸,2021-12-13,水务及水治理
859712.SI,603759.SH,海天股份,2021-12-13,水务及水治理
859712.SI,603797.SH,联泰环保,2021-12-13,水务及水治理
859712.SI,603817.SH,海峡环保,2021-12-13,水务及水治理
859712.SI,603903.SH,中持股份,2021-12-13,水务及水治理
859712.SI,688057.SH,金达莱,2021-12-13,水务及水治理
859712.SI,688069.SH,德林海,2021-12-13,水务及水治理
859712.SI,688096.SH,京源环保,2021-12-13,水务及水治理
859712.SI,688101.SH,三达膜,2021-12-13,水务及水治理
859712.SI,688335.SH,复洁科技,2021-12-13,水务及水治理
859712.SI,688466.SH,金科环境,2021-12-13,水务及水治理
859712.SI,688565.SH,力源科技,2021-12-13,水务及水治理
859712.SI,301127.SZ,武汉天源,2021-12-30,水务及水治理
859712.SI,301148.SZ,嘉戎技术,2022-04-21,水务及水治理
859712.SI,600796.SH,钱江生化,2022-08-01,水务及水治理
859712.SI,603291.SH,联合水务,2023-03-27,水务及水治理
859712.SI,301203.SZ,国泰环保,2023-04-04,水务及水治理
859712.SI,002573.SZ,清新环境,2023-07-06,水务及水治理
859712.SI,301519.SZ,舜禹股份,2023-07-27,水务及水治理
859712.SI,301372.SZ,科净源,2023-08-11,水务及水治理
859712.SI,002778.SZ,中晟高科,2024-07-31,水务及水治理
859712.SI,300425.SZ,中建环能,2024-07-31,水务及水治理
859712.SI,000544.SZ,中原环保,2021-12-13,水务及水治理
859713.SI,002034.SZ,旺能环境,2021-12-13,固废治理
859713.SI,002266.SZ,浙富控股,2021-12-13,固废治理
859713.SI,002672.SZ,东江环保,2021-12-13,固废治理
859713.SI,002973.SZ,侨银股份,2021-12-13,固废治理
859713.SI,300614.SZ,百川畅银,2021-12-13,固废治理
859713.SI,300779.SZ,惠城环保,2021-12-13,固废治理
859713.SI,300815.SZ,玉禾田,2021-12-13,固废治理
859713.SI,300854.SZ,中兰环保,2021-12-13,固废治理
859713.SI,300867.SZ,圣元环保,2021-12-13,固废治理
859713.SI,301049.SZ,超越科技,2021-12-13,固废治理
859713.SI,301068.SZ,大地海洋,2021-12-13,固废治理
859713.SI,600217.SH,中再资环,2021-12-13,固废治理
859713.SI,600323.SH,瀚蓝环境,2021-12-13,固废治理
859713.SI,601200.SH,上海环境,2021-12-13,固废治理
859713.SI,601330.SH,绿色动力,2021-12-13,固废治理
859713.SI,601827.SH,三峰环境,2021-12-13,固废治理
859713.SI,603568.SH,伟明环保,2021-12-13,固废治理
859713.SI,603588.SH,高能环境,2021-12-13,固废治理
859713.SI,688679.SH,通源环境,2021-12-13,固废治理
859713.SI,301109.SZ,军信股份,2022-04-13,固废治理
859713.SI,301175.SZ,中科环保,2022-07-08,固废治理
859713.SI,001230.SZ,劲旅环境,2022-07-15,固废治理
859713.SI,002210.SZ,飞马国际,2022-08-01,固废治理
859713.SI,688178.SH,万德斯,2022-08-01,固废治理
859713.SI,688370.SH,丛麟科技,2022-08-25,固废治理
859713.SI,301265.SZ,华新科技,2022-12-16,固废治理
859713.SI,301305.SZ,朗坤科技,2023-05-23,固废治理
859713.SI,601033.SH,永兴股份,2024-01-18,固废治理
859713.SI,000885.SZ,城发环境,2024-05-22,固废治理
859713.SI,000546.SZ,金圆股份,2024-07-31,固废治理
859713.SI,300140.SZ,节能环境,2024-07-31,固废治理
859713.SI,301500.SZ,飞南资源,2024-07-31,固废治理
859713.SI,000803.SZ,山高环能,2025-08-13,固废治理
859713.SI,000035.SZ,中国天楹,2021-12-13,固废治理
859714.SI,000826.SZ,*ST启环,2021-12-13,综合环境治理
859714.SI,002887.SZ,绿茵生态,2021-12-13,综合环境治理
859714.SI,300152.SZ,*ST动力,2021-12-13,综合环境治理
859714.SI,300190.SZ,维尔利,2021-12-13,综合环境治理
859714.SI,300864.SZ,南大环境,2021-12-13,综合环境治理
859714.SI,300958.SZ,建工修复,2021-12-13,综合环境治理
859714.SI,605069.SH,正和生态,2021-12-13,综合环境治理
859714.SI,688701.SH,卓锦股份,2021-12-13,综合环境治理
859714.SI,301259.SZ,艾布鲁,2022-04-26,综合环境治理
859714.SI,000711.SZ,京蓝科技,2022-08-01,综合环境治理
859714.SI,300187.SZ,永清环保,2022-08-01,综合环境治理
859714.SI,688480.SH,赛恩斯,2022-11-25,综合环境治理
859714.SI,603686.SH,福龙马,2024-07-31,综合环境治理
859714.SI,600133.SH,东湖高新,2025-01-13,综合环境治理
859714.SI,000068.SZ,华控赛格,2021-12-13,综合环境治理
859721.SI,000967.SZ,盈峰环境,2021-12-13,环保设备Ⅲ
859721.SI,002645.SZ,华宏科技,2021-12-13,环保设备Ⅲ
859721.SI,002658.SZ,雪迪龙,2021-12-13,环保设备Ⅲ
859721.SI,300137.SZ,先河环保,2021-12-13,环保设备Ⅲ
859721.SI,300210.SZ,森远股份,2021-12-13,环保设备Ⅲ
859721.SI,300631.SZ,久吾高科,2021-12-13,环保设备Ⅲ
859721.SI,300786.SZ,国林科技,2021-12-13,环保设备Ⅲ
859721.SI,300800.SZ,力合科技,2021-12-13,环保设备Ⅲ
859721.SI,301081.SZ,严牌股份,2021-12-13,环保设备Ⅲ
859721.SI,600526.SH,菲达环保,2021-12-13,环保设备Ⅲ
859721.SI,603324.SH,盛剑科技,2021-12-13,环保设备Ⅲ
859721.SI,688309.SH,恒誉科技,2021-12-13,环保设备Ⅲ
859721.SI,688501.SH,青达环保,2021-12-13,环保设备Ⅲ
859721.SI,301288.SZ,清研环境,2022-04-22,环保设备Ⅲ
859721.SI,001336.SZ,楚环科技,2022-07-25,环保设备Ⅲ
859721.SI,000890.SZ,法尔胜,2022-08-01,环保设备Ⅲ
859721.SI,300203.SZ,聚光科技,2022-08-01,环保设备Ⅲ
859721.SI,600388.SH,紫金龙净,2022-08-01,环保设备Ⅲ
859721.SI,600817.SH,宇通重工,2022-08-01,环保设备Ⅲ
859721.SI,688376.SH,美埃科技,2022-11-18,环保设备Ⅲ
859721.SI,603282.SH,亚光股份,2023-03-15,环保设备Ⅲ
859721.SI,688671.SH,碧兴物联,2023-08-09,环保设备Ⅲ
859721.SI,000820.SZ,神雾节能,2024-07-31,环保设备Ⅲ
859721.SI,603126.SH,中材节能,2024-07-31,环保设备Ⅲ
859721.SI,300105.SZ,龙源技术,2025-05-13,环保设备Ⅲ
859721.SI,000551.SZ,创元科技,2021-12-13,环保设备Ⅲ
859811.SI,002511.SZ,中顺洁柔,2021-12-13,生活用纸
859811.SI,003006.SZ,百亚股份,2021-12-13,生活用纸
859811.SI,300658.SZ,延江股份,2021-12-13,生活用纸
859811.SI,300888.SZ,稳健医疗,2021-12-13,生活用纸
859811.SI,301009.SZ,可靠股份,2021-12-13,生活用纸
859811.SI,301108.SZ,洁雅股份,2021-12-13,生活用纸
859811.SI,605009.SH,豪悦护理,2021-12-13,生活用纸
859811.SI,001206.SZ,依依股份,2021-12-13,生活用纸
859812.SI,603059.SH,倍加洁,2021-12-13,洗护用品
859812.SI,001328.SZ,登康口腔,2023-04-10,洗护用品
859812.SI,603193.SH,润本股份,2023-10-17,洗护用品
859812.SI,600249.SH,两面针,2021-12-13,洗护用品
859821.SI,300132.SZ,诺斯贝尔,2021-12-13,化妆品制造及其他
859821.SI,300849.SZ,锦盛新材,2021-12-13,化妆品制造及其他
859821.SI,300856.SZ,科思股份,2021-12-13,化妆品制造及其他
859821.SI,300955.SZ,嘉亨家化,2021-12-13,化妆品制造及其他
859821.SI,002094.SZ,青岛金王,2021-12-13,化妆品制造及其他
859822.SI,300957.SZ,贝泰妮,2021-12-13,品牌化妆品
859822.SI,600315.SH,上海家化,2021-12-13,品牌化妆品
859822.SI,603605.SH,珀莱雅,2021-12-13,品牌化妆品
859822.SI,603630.SH,拉芳家化,2021-12-13,品牌化妆品
859822.SI,603983.SH,丸美生物,2021-12-13,品牌化妆品
859822.SI,301371.SZ,敷尔佳,2023-08-01,品牌化妆品
